dataset,comparison,LPIPS
coco_val2017,rpip,0.025066
coco_val2017,rpip,0.673553
coco_val2017,rpip,0.385842
coco_val2017,rpip,0.025054
coco_val2017,rpip,0.762531
coco_val2017,rpip,0.032562
coco_val2017,rpip,0.011202
coco_val2017,rpip,0.286839
coco_val2017,rpip,0.669774
coco_val2017,rpip,0.025904
coco_val2017,rpip,0.213651
coco_val2017,rpip,0.632823
coco_val2017,rpip,0.586877
coco_val2017,rpip,0.357367
coco_val2017,rpip,0.626978
coco_val2017,rpip,0.623627
coco_val2017,rpip,0.695359
coco_val2017,rpip,0.219934
coco_val2017,rpip,0.319801
coco_val2017,rpip,0.671080
coco_val2017,rpip,0.346207
coco_val2017,rpip,0.345269
coco_val2017,rpip,0.636582
coco_val2017,rpip,0.760808
coco_val2017,rpip,0.297817
coco_val2017,rpip,0.575893
coco_val2017,rpip,0.395212
coco_val2017,rpip,0.027485
coco_val2017,rpip,0.624024
coco_val2017,rpip,0.021434
coco_val2017,rpip,0.584410
coco_val2017,rpip,0.318862
coco_val2017,rpip,0.945213
coco_val2017,rpip,0.268449
coco_val2017,rpip,0.327327
coco_val2017,rpip,0.365112
coco_val2017,rpip,0.037378
coco_val2017,rpip,0.019911
coco_val2017,rpip,0.353673
coco_val2017,rpip,0.028474
coco_val2017,rpip,0.322604
coco_val2017,rpip,0.665108
coco_val2017,rpip,0.019994
coco_val2017,rpip,0.030375
coco_val2017,rpip,0.030789
coco_val2017,rpip,0.004698
coco_val2017,rpip,0.660385
coco_val2017,rpip,0.009900
coco_val2017,rpip,0.338272
coco_val2017,rpip,0.026854
coco_val2017,rpip,0.229449
coco_val2017,rpip,0.239790
coco_val2017,rpip,0.357336
coco_val2017,rpip,0.315217
coco_val2017,rpip,0.381025
coco_val2017,rpip,0.633714
coco_val2017,rpip,0.204392
coco_val2017,rpip,0.278864
coco_val2017,rpip,0.299510
coco_val2017,rpip,0.487715
coco_val2017,rpip,0.017637
coco_val2017,rpip,0.012880
coco_val2017,rpip,0.679470
coco_val2017,rpip,0.015016
coco_val2017,rpip,0.253495
coco_val2017,rpip,0.284767
coco_val2017,rpip,0.024651
coco_val2017,rpip,0.279813
coco_val2017,rpip,0.296840
coco_val2017,rpip,0.648924
coco_val2017,rpip,0.260247
coco_val2017,rpip,0.266748
coco_val2017,rpip,0.434052
coco_val2017,rpip,0.687431
coco_val2017,rpip,0.333554
coco_val2017,rpip,0.020334
coco_val2017,rpip,0.525085
coco_val2017,rpip,0.553861
coco_val2017,rpip,0.607342
coco_val2017,rpip,0.014090
coco_val2017,rpip,0.728450
coco_val2017,rpip,0.024881
coco_val2017,rpip,0.010877
coco_val2017,rpip,0.624452
coco_val2017,rpip,0.028047
coco_val2017,rpip,0.029352
coco_val2017,rpip,0.794867
coco_val2017,rpip,0.667389
coco_val2017,rpip,0.269420
coco_val2017,rpip,0.498634
coco_val2017,rpip,0.303052
coco_val2017,rpip,0.633159
coco_val2017,rpip,0.574859
coco_val2017,rpip,0.025096
coco_val2017,rpip,0.014922
coco_val2017,rpip,0.012069
coco_val2017,rpip,0.254962
coco_val2017,rpip,0.029230
coco_val2017,rpip,0.705316
coco_val2017,rpip,0.022343
coco_val2017,rpip,0.712254
coco_val2017,rpip,0.340742
coco_val2017,rpip,0.026069
coco_val2017,rpip,0.524797
coco_val2017,rpip,0.036672
coco_val2017,rpip,0.685092
coco_val2017,rpip,0.622031
coco_val2017,rpip,0.686550
coco_val2017,rpip,0.705302
coco_val2017,rpip,0.022357
coco_val2017,rpip,0.661040
coco_val2017,rpip,0.021423
coco_val2017,rpip,0.029802
coco_val2017,rpip,0.258116
coco_val2017,rpip,0.021544
coco_val2017,rpip,0.032247
coco_val2017,rpip,0.696448
coco_val2017,rpip,0.245317
coco_val2017,rpip,0.022368
coco_val2017,rpip,0.274528
coco_val2017,rpip,0.232243
coco_val2017,rpip,0.302789
coco_val2017,rpip,0.652893
coco_val2017,rpip,0.027506
coco_val2017,rpip,0.328599
coco_val2017,rpip,0.010259
coco_val2017,rpip,0.412995
coco_val2017,rpip,0.008494
coco_val2017,rpip,0.287431
coco_val2017,rpip,0.373978
coco_val2017,rpip,0.352609
coco_val2017,rpip,0.642664
coco_val2017,rpip,0.011344
coco_val2017,rpip,0.551459
coco_val2017,rpip,0.027185
coco_val2017,rpip,0.030766
coco_val2017,rpip,0.368277
coco_val2017,rpip,0.490703
coco_val2017,rpip,0.699324
coco_val2017,rpip,0.011274
coco_val2017,rpip,0.308290
coco_val2017,rpip,0.020774
coco_val2017,rpip,0.295889
coco_val2017,rpip,0.344488
coco_val2017,rpip,0.632710
coco_val2017,rpip,0.293276
coco_val2017,rpip,0.703602
coco_val2017,rpip,0.266609
coco_val2017,rpip,0.219246
coco_val2017,rpip,0.555217
coco_val2017,rpip,0.633359
coco_val2017,rpip,0.021942
coco_val2017,rpip,0.560330
coco_val2017,rpip,0.674261
coco_val2017,rpip,0.153789
coco_val2017,rpip,0.284088
coco_val2017,rpip,0.653342
coco_val2017,rpip,0.299446
coco_val2017,rpip,0.369757
coco_val2017,rpip,0.211201
coco_val2017,rpip,0.179476
coco_val2017,rpip,0.238956
coco_val2017,rpip,0.015514
coco_val2017,rpip,0.135531
coco_val2017,rpip,0.691325
coco_val2017,rpip,0.305585
coco_val2017,rpip,0.597012
coco_val2017,rpip,0.008058
coco_val2017,rpip,0.315790
coco_val2017,rpip,0.288808
coco_val2017,rpip,0.027220
coco_val2017,rpip,0.301483
coco_val2017,rpip,0.021909
coco_val2017,rpip,0.177060
coco_val2017,rpip,0.218193
coco_val2017,rpip,0.677785
coco_val2017,rpip,0.267926
coco_val2017,rpip,0.367341
coco_val2017,rpip,0.646795
coco_val2017,rpip,0.014236
coco_val2017,rpip,0.613139
coco_val2017,rpip,0.618707
imagenet_val,base,0.693221
imagenet_val,base,0.679648
imagenet_val,base,0.510291
imagenet_val,base,0.697766
imagenet_val,base,0.030167
imagenet_val,base,0.640239
imagenet_val,base,0.528820
imagenet_val,base,0.605106
imagenet_val,base,0.261057
imagenet_val,base,0.033963
imagenet_val,base,0.016293
imagenet_val,base,0.261921
imagenet_val,base,0.028096
imagenet_val,base,0.283155
imagenet_val,base,0.007939
imagenet_val,base,0.616644
imagenet_val,base,0.296557
imagenet_val,base,0.031499
imagenet_val,base,0.355399
imagenet_val,base,0.430123
imagenet_val,base,0.666315
imagenet_val,base,0.013793
imagenet_val,base,0.034088
imagenet_val,base,0.232603
imagenet_val,base,0.012593
imagenet_val,base,0.565823
imagenet_val,base,0.562729
imagenet_val,base,0.016609
imagenet_val,base,0.013073
imagenet_val,base,0.024084
imagenet_val,base,0.650402
imagenet_val,base,0.005931
imagenet_val,base,0.648806
imagenet_val,base,0.622965
imagenet_val,base,0.267953
imagenet_val,base,0.018399
imagenet_val,base,0.817428
imagenet_val,base,0.033848
imagenet_val,base,0.284913
imagenet_val,base,0.230664
imagenet_val,base,0.013505
imagenet_val,base,0.300235
imagenet_val,base,0.005490
imagenet_val,base,0.579042
imagenet_val,base,0.692600
imagenet_val,base,0.008392
imagenet_val,base,0.833793
imagenet_val,base,0.648205
imagenet_val,base,0.008891
imagenet_val,base,0.394146
imagenet_val,base,0.375734
imagenet_val,base,0.662324
imagenet_val,base,0.015832
imagenet_val,base,0.579088
imagenet_val,base,0.467380
imagenet_val,base,0.661819
imagenet_val,base,0.205809
imagenet_val,base,0.189018
imagenet_val,base,0.649186
imagenet_val,base,0.679042
imagenet_val,base,0.215449
imagenet_val,base,0.916360
imagenet_val,base,0.399226
imagenet_val,base,0.713861
imagenet_val,base,0.605808
imagenet_val,base,0.841149
imagenet_val,base,0.688316
imagenet_val,base,0.798651
imagenet_val,base,0.004252
imagenet_val,base,0.544484
imagenet_val,base,0.658628
imagenet_val,base,0.553259
imagenet_val,base,0.615345
imagenet_val,base,0.563937
imagenet_val,base,0.425590
imagenet_val,base,0.678328
imagenet_val,base,0.321808
imagenet_val,base,0.453820
imagenet_val,base,0.528203
imagenet_val,base,0.648083
imagenet_val,base,0.007027
imagenet_val,base,0.620574
imagenet_val,base,0.695067
imagenet_val,base,0.017587
imagenet_val,base,0.711004
imagenet_val,base,0.831828
imagenet_val,base,0.568151
imagenet_val,base,0.467869
imagenet_val,base,0.241386
imagenet_val,base,0.252817
imagenet_val,base,0.643062
imagenet_val,base,0.343377
imagenet_val,base,0.682038
imagenet_val,base,0.030071
imagenet_val,base,0.018438
imagenet_val,base,0.609115
imagenet_val,base,0.239884
imagenet_val,base,0.252162
imagenet_val,base,0.021066
imagenet_val,base,0.530911
imagenet_val,base,0.013341
imagenet_val,base,0.029590
imagenet_val,base,0.508823
imagenet_val,base,0.015666
imagenet_val,base,0.019991
imagenet_val,base,0.023143
imagenet_val,base,0.227477
imagenet_val,base,0.015619
imagenet_val,base,0.022405
imagenet_val,base,0.249961
imagenet_val,base,0.015106
imagenet_val,base,0.268984
imagenet_val,base,0.324018
imagenet_val,base,0.003799
imagenet_val,base,0.306201
imagenet_val,base,0.708403
imagenet_val,base,0.014192
imagenet_val,base,0.024485
imagenet_val,base,0.285160
imagenet_val,base,0.016881
imagenet_val,base,0.571503
imagenet_val,base,0.435379
imagenet_val,base,0.629438
imagenet_val,base,0.538667
imagenet_val,base,0.667763
imagenet_val,base,0.010958
imagenet_val,base,0.019033
imagenet_val,base,0.587801
imagenet_val,base,0.670582
imagenet_val,base,0.455627
imagenet_val,base,0.597402
imagenet_val,base,0.532419
imagenet_val,base,0.515432
imagenet_val,base,0.318035
imagenet_val,base,0.304620
imagenet_val,base,0.285643
imagenet_val,base,0.651605
imagenet_val,base,0.261846
imagenet_val,base,0.013793
imagenet_val,base,0.024399
imagenet_val,base,0.176231
imagenet_val,base,0.020864
imagenet_val,base,0.224296
imagenet_val,base,0.007338
imagenet_val,base,0.232796
imagenet_val,base,0.025304
imagenet_val,base,0.209899
imagenet_val,base,0.237564
imagenet_val,base,0.027174
imagenet_val,base,0.587156
imagenet_val,base,0.210999
imagenet_val,base,0.801252
imagenet_val,base,0.450480
imagenet_val,base,0.671821
imagenet_val,base,0.317322
imagenet_val,base,0.414378
imagenet_val,base,0.014936
imagenet_val,base,0.279598
imagenet_val,base,0.594318
imagenet_val,base,0.261728
imagenet_val,base,0.548418
imagenet_val,base,0.618563
imagenet_val,base,0.497600
imagenet_val,base,0.622672
imagenet_val,base,0.016264
imagenet_val,base,0.023026
imagenet_val,base,0.675809
imagenet_val,base,0.656731
imagenet_val,base,0.643793
imagenet_val,base,0.238237
imagenet_val,base,0.261333
imagenet_val,base,0.007127
imagenet_val,base,0.476368
imagenet_val,base,0.386260
imagenet_val,base,0.291963
imagenet_val,base,0.227614
imagenet_val,base,0.548017
imagenet_val,base,0.011771
imagenet_val,base,0.317306
imagenet_val,base,0.345106
imagenet_val,base,0.563492
imagenet_val,base,0.325980
imagenet_val,base,0.572995
imagenet_val,base,0.141718
imagenet_val,base,0.025741
imagenet_val,base,0.011617
imagenet_val,base,0.018998
imagenet_val,base,0.021134
imagenet_val,base,0.012959
imagenet_val,base,0.319733
imagenet_val,base,0.643032
imagenet_val,base,0.385555
imagenet_val,base,0.545051
imagenet_val,base,0.260049
imagenet_val,base,0.494789
imagenet_val,base,0.541275
imagenet_val,base,0.604398
imagenet_val,base,0.270308
imagenet_val,base,0.022948
imagenet_val,base,0.618832
imagenet_val,base,0.017098
imagenet_val,base,0.364761
imagenet_val,base,0.528788
imagenet_val,base,0.586935
imagenet_val,base,0.545212
imagenet_val,base,0.238508
imagenet_val,base,0.015891
imagenet_val,base,0.592792
imagenet_val,base,0.224709
imagenet_val,base,0.413287
imagenet_val,base,0.273673
imagenet_val,base,0.604139
imagenet_val,base,0.031034
imagenet_val,base,0.654403
imagenet_val,base,0.258022
imagenet_val,base,0.019555
imagenet_val,base,0.270328
imagenet_val,base,0.201894
imagenet_val,base,0.362369
imagenet_val,base,0.539737
imagenet_val,base,0.029613
imagenet_val,base,0.465566
imagenet_val,base,0.607102
imagenet_val,base,0.636257
imagenet_val,base,0.560658
imagenet_val,base,0.026445
imagenet_val,base,0.282044
imagenet_val,base,0.034353
imagenet_val,base,0.659319
imagenet_val,base,0.400024
imagenet_val,base,0.016303
imagenet_val,base,0.489305
imagenet_val,base,0.309328
imagenet_val,base,0.387531
imagenet_val,base,0.373910
imagenet_val,base,0.694794
imagenet_val,base,0.721196
imagenet_val,base,0.589341
imagenet_val,base,0.266759
imagenet_val,base,0.679843
imagenet_val,base,0.024196
imagenet_val,base,0.505987
imagenet_val,base,0.310219
imagenet_val,base,0.665590
imagenet_val,base,0.283800
imagenet_val,base,0.185817
imagenet_val,base,0.024793
imagenet_val,base,0.654510
imagenet_val,base,0.761097
imagenet_val,base,0.222969
imagenet_val,base,0.545098
imagenet_val,base,0.328639
imagenet_val,base,0.578686
imagenet_val,base,0.018203
imagenet_val,base,0.608289
imagenet_val,base,0.065391
imagenet_val,base,0.600933
imagenet_val,base,0.243219
imagenet_val,base,0.008748
imagenet_val,base,0.801478
imagenet_val,base,0.558688
imagenet_val,base,0.391673
imagenet_val,base,0.430176
imagenet_val,base,0.018775
imagenet_val,base,0.187266
imagenet_val,base,0.245672
imagenet_val,base,0.637792
imagenet_val,base,0.255819
imagenet_val,base,0.241696
imagenet_val,base,0.358264
imagenet_val,base,0.277246
imagenet_val,base,0.493772
imagenet_val,base,0.021663
imagenet_val,base,0.249608
imagenet_val,base,0.660438
imagenet_val,base,0.562362
imagenet_val,base,0.689133
imagenet_val,base,0.019967
imagenet_val,base,0.008450
imagenet_val,base,0.451461
imagenet_val,base,0.467276
imagenet_val,base,0.010623
imagenet_val,base,0.730713
imagenet_val,base,0.188000
imagenet_val,base,0.003704
imagenet_val,base,0.465793
imagenet_val,base,0.318753
imagenet_val,base,0.249690
imagenet_val,base,0.678157
imagenet_val,base,0.665583
imagenet_val,base,0.569509
imagenet_val,base,0.521118
imagenet_val,base,0.492882
imagenet_val,base,0.650041
imagenet_val,base,0.286421
imagenet_val,base,0.561619
imagenet_val,base,0.513269
imagenet_val,base,0.407768
imagenet_val,base,0.198427
imagenet_val,base,0.008465
imagenet_val,base,0.010963
imagenet_val,base,0.236989
imagenet_val,base,0.032565
imagenet_val,base,0.232091
imagenet_val,base,0.011405
imagenet_val,base,0.608535
imagenet_val,base,0.298684
imagenet_val,base,0.309625
imagenet_val,base,0.331781
imagenet_val,base,0.253501
imagenet_val,base,0.017301
imagenet_val,base,0.291325
imagenet_val,base,0.619962
imagenet_val,base,0.286144
imagenet_val,base,0.023753
imagenet_val,base,0.024108
imagenet_val,base,0.013969
imagenet_val,base,0.170940
imagenet_val,base,0.648709
imagenet_val,base,0.753166
imagenet_val,base,0.285314
imagenet_val,base,0.005860
imagenet_val,base,0.275003
imagenet_val,base,0.284238
imagenet_val,base,0.022648
imagenet_val,base,0.690477
imagenet_val,base,0.183043
imagenet_val,base,0.175817
imagenet_val,base,0.616101
imagenet_val,base,0.570779
imagenet_val,base,0.031504
imagenet_val,base,0.339042
imagenet_val,base,0.323282
imagenet_val,base,0.022025
imagenet_val,base,0.343235
imagenet_val,base,0.681521
imagenet_val,base,0.013211
imagenet_val,base,0.400233
imagenet_val,base,0.174182
imagenet_val,base,0.676407
imagenet_val,base,0.622495
imagenet_val,base,0.758181
imagenet_val,base,0.620831
imagenet_val,base,0.008026
imagenet_val,base,0.488649
imagenet_val,base,0.402720
imagenet_val,base,0.009602
imagenet_val,base,0.341671
imagenet_val,base,0.316637
imagenet_val,base,0.385067
imagenet_val,base,0.028576
imagenet_val,base,0.023241
imagenet_val,base,0.023428
imagenet_val,base,0.256936
imagenet_val,base,0.323577
imagenet_val,base,0.504811
imagenet_val,base,0.279714
imagenet_val,base,0.453613
imagenet_val,base,0.247549
imagenet_val,base,0.632626
imagenet_val,base,0.618922
imagenet_val,base,0.272368
imagenet_val,base,0.407268
imagenet_val,base,0.292895
imagenet_val,base,0.468469
imagenet_val,base,0.359361
imagenet_val,base,0.735403
imagenet_val,base,0.577862
imagenet_val,base,0.274129
imagenet_val,base,0.446363
imagenet_val,base,0.198114
imagenet_val,base,0.013793
imagenet_val,base,0.811451
imagenet_val,base,0.497249
imagenet_val,base,0.006778
imagenet_val,base,0.711785
imagenet_val,base,0.671927
imagenet_val,base,0.246836
imagenet_val,base,0.641726
imagenet_val,base,0.569214
imagenet_val,base,0.013136
imagenet_val,base,0.622863
imagenet_val,base,0.471733
imagenet_val,base,0.456405
imagenet_val,base,0.150920
imagenet_val,base,0.267139
imagenet_val,base,0.535905
imagenet_val,base,0.611959
imagenet_val,base,0.292424
imagenet_val,base,0.487944
imagenet_val,base,0.554067
imagenet_val,base,0.269442
imagenet_val,base,0.472625
imagenet_val,base,0.342115
imagenet_val,base,0.352319
imagenet_val,base,0.014705
imagenet_val,base,0.140564
imagenet_val,base,0.018490
imagenet_val,base,0.396777
imagenet_val,base,0.738989
imagenet_val,base,0.011453
imagenet_val,base,0.018433
imagenet_val,base,0.578111
imagenet_val,base,0.596505
imagenet_val,base,0.578518
imagenet_val,base,0.292018
imagenet_val,base,0.019662
imagenet_val,base,0.676874
imagenet_val,base,0.018991
imagenet_val,base,0.532337
imagenet_val,base,0.484061
imagenet_val,base,0.018783
imagenet_val,base,0.260447
imagenet_val,base,0.226077
imagenet_val,base,0.134833
imagenet_val,base,0.025725
imagenet_val,base,0.023155
imagenet_val,base,0.023656
imagenet_val,base,0.251551
imagenet_val,base,0.749309
imagenet_val,base,0.282817
imagenet_val,base,0.187789
imagenet_val,base,0.623854
imagenet_val,base,0.796959
imagenet_val,base,0.690857
imagenet_val,base,0.019895
imagenet_val,base,0.012139
imagenet_val,base,0.229188
imagenet_val,base,0.516371
imagenet_val,base,0.588351
imagenet_val,base,0.004279
imagenet_val,base,0.596490
imagenet_val,base,0.192097
imagenet_val,base,0.693130
imagenet_val,base,0.256426
imagenet_val,base,0.578582
imagenet_val,base,0.244731
imagenet_val,base,0.532102
imagenet_val,base,0.222659
imagenet_val,base,0.639537
imagenet_val,base,0.247552
imagenet_val,base,0.296252
imagenet_val,base,0.264799
imagenet_val,base,0.347871
imagenet_val,base,0.261108
imagenet_val,base,0.440316
imagenet_val,base,0.022016
imagenet_val,base,0.658568
imagenet_val,base,0.290597
imagenet_val,base,0.274949
imagenet_val,base,0.041781
imagenet_val,base,0.737389
imagenet_val,base,0.623289
imagenet_val,base,0.027836
imagenet_val,base,0.659851
imagenet_val,base,0.098595
imagenet_val,base,0.684338
imagenet_val,base,0.198401
imagenet_val,base,0.109260
imagenet_val,base,0.633679
imagenet_val,base,0.191208
imagenet_val,base,0.664572
imagenet_val,base,0.017698
imagenet_val,base,0.026381
imagenet_val,base,0.025346
imagenet_val,base,0.013470
imagenet_val,base,0.032524
imagenet_val,base,0.278639
imagenet_val,base,0.493542
imagenet_val,base,0.265270
imagenet_val,base,0.015687
imagenet_val,base,0.226552
imagenet_val,base,0.648851
imagenet_val,base,0.489107
imagenet_val,base,0.646730
imagenet_val,base,0.443806
imagenet_val,base,0.366013
imagenet_val,base,0.014260
imagenet_val,base,0.010087
imagenet_val,base,0.684370
imagenet_val,base,0.207567
imagenet_val,base,0.409090
imagenet_val,base,0.544286
imagenet_val,base,0.028729
imagenet_val,base,0.720360
imagenet_val,base,0.249651
imagenet_val,base,0.287445
imagenet_val,base,0.276994
imagenet_val,base,0.707798
imagenet_val,base,0.009802
imagenet_val,base,0.558454
imagenet_val,base,0.017599
imagenet_val,base,0.876132
imagenet_val,base,0.210739
imagenet_val,base,0.193846
imagenet_val,base,0.022289
imagenet_val,base,0.011252
imagenet_val,base,0.245200
imagenet_val,base,0.513578
imagenet_val,base,0.281370
imagenet_val,base,0.233362
imagenet_val,base,0.160542
imagenet_val,base,0.191612
imagenet_val,base,0.286413
imagenet_val,base,0.303887
imagenet_val,base,0.283497
imagenet_val,base,0.738576
imagenet_val,base,0.015059
imagenet_val,base,0.022026
imagenet_val,base,0.007901
imagenet_val,base,0.151680
imagenet_val,base,0.314810
imagenet_val,base,0.575022
imagenet_val,base,0.724824
imagenet_val,base,0.251187
imagenet_val,base,0.328233
imagenet_val,base,0.015393
imagenet_val,base,0.283249
imagenet_val,base,0.616069
imagenet_val,base,0.259072
imagenet_val,base,0.689612
imagenet_val,base,0.554406
imagenet_val,base,0.397230
imagenet_val,base,0.035354
imagenet_val,base,0.384156
imagenet_val,base,0.807487
imagenet_val,base,0.008330
imagenet_val,base,0.009284
imagenet_val,base,0.691139
imagenet_val,base,0.678552
imagenet_val,base,0.567686
imagenet_val,base,0.567680
imagenet_val,base,0.698311
imagenet_val,base,0.234427
imagenet_val,base,0.017789
imagenet_val,base,0.479322
imagenet_val,base,0.593766
imagenet_val,base,0.277257
imagenet_val,base,0.662611
imagenet_val,base,0.009057
imagenet_val,base,0.713141
imagenet_val,base,0.610771
imagenet_val,base,0.098933
imagenet_val,base,0.702200
imagenet_val,base,0.271616
imagenet_val,base,0.258394
imagenet_val,base,0.012327
imagenet_val,base,0.589259
imagenet_val,base,0.018502
imagenet_val,base,0.394941
imagenet_val,base,0.261157
imagenet_val,base,0.018242
imagenet_val,base,0.345977
imagenet_val,base,0.267536
imagenet_val,base,0.481243
imagenet_val,base,0.048842
imagenet_val,base,0.299073
imagenet_val,base,0.569620
imagenet_val,base,0.045838
imagenet_val,base,0.026733
imagenet_val,base,0.677186
imagenet_val,base,0.232962
imagenet_val,base,0.019767
imagenet_val,base,0.600796
imagenet_val,base,0.292187
imagenet_val,base,0.019945
imagenet_val,base,0.669592
imagenet_val,base,0.272837
imagenet_val,base,0.685181
imagenet_val,base,0.657420
imagenet_val,base,0.772120
imagenet_val,base,0.269026
imagenet_val,base,0.634188
imagenet_val,base,0.028015
imagenet_val,base,0.281053
imagenet_val,base,0.022044
imagenet_val,base,0.034477
imagenet_val,base,0.651552
imagenet_val,base,0.619925
imagenet_val,base,0.009238
imagenet_val,base,0.731781
imagenet_val,base,0.379834
imagenet_val,base,0.017156
imagenet_val,base,0.230057
imagenet_val,base,0.640751
imagenet_val,base,0.615045
imagenet_val,base,0.231544
imagenet_val,base,0.506378
imagenet_val,base,0.024061
imagenet_val,base,0.216648
imagenet_val,base,0.558108
imagenet_val,base,0.535843
imagenet_val,base,0.272942
imagenet_val,base,0.388926
imagenet_val,base,0.586209
imagenet_val,base,0.024179
imagenet_val,base,0.592339
imagenet_val,base,0.207993
imagenet_val,base,0.260051
imagenet_val,base,0.024671
imagenet_val,base,0.230877
imagenet_val,base,0.636957
imagenet_val,base,0.247865
imagenet_val,base,0.259790
imagenet_val,base,0.304352
imagenet_val,base,0.148477
imagenet_val,base,0.813504
imagenet_val,base,0.706147
imagenet_val,base,0.463593
imagenet_val,base,0.221530
imagenet_val,base,0.021075
imagenet_val,base,0.256660
imagenet_val,base,0.319307
imagenet_val,base,0.648071
imagenet_val,base,0.434865
imagenet_val,base,0.720708
imagenet_val,base,0.291849
imagenet_val,base,0.194381
imagenet_val,base,0.017280
imagenet_val,base,0.017402
imagenet_val,base,0.511833
imagenet_val,base,0.035310
imagenet_val,base,0.306126
imagenet_val,base,0.021111
imagenet_val,base,0.657057
imagenet_val,base,0.305233
imagenet_val,base,0.653166
imagenet_val,base,0.044311
imagenet_val,base,0.271930
imagenet_val,base,0.316958
imagenet_val,base,0.363485
imagenet_val,base,0.014193
imagenet_val,base,0.032948
imagenet_val,base,0.011586
imagenet_val,base,0.188523
imagenet_val,base,0.561648
imagenet_val,base,0.286477
imagenet_val,base,0.239604
imagenet_val,base,0.404502
imagenet_val,base,0.455308
imagenet_val,repaint,0.543019
imagenet_val,repaint,0.669741
imagenet_val,repaint,0.454508
imagenet_val,repaint,0.718079
imagenet_val,repaint,0.016191
imagenet_val,repaint,0.686098
imagenet_val,repaint,0.605073
imagenet_val,repaint,0.549301
imagenet_val,repaint,0.330087
imagenet_val,repaint,0.037731
imagenet_val,repaint,0.029127
imagenet_val,repaint,0.395668
imagenet_val,repaint,0.034800
imagenet_val,repaint,0.413434
imagenet_val,repaint,0.012461
imagenet_val,repaint,0.642120
imagenet_val,repaint,0.336544
imagenet_val,repaint,0.035015
imagenet_val,repaint,0.316357
imagenet_val,repaint,0.454577
imagenet_val,repaint,0.660418
imagenet_val,repaint,0.025314
imagenet_val,repaint,0.014765
imagenet_val,repaint,0.271217
imagenet_val,repaint,0.021328
imagenet_val,repaint,0.695699
imagenet_val,repaint,0.585941
imagenet_val,repaint,0.027348
imagenet_val,repaint,0.014031
imagenet_val,repaint,0.033917
imagenet_val,repaint,0.881457
imagenet_val,repaint,0.006002
imagenet_val,repaint,0.659918
imagenet_val,repaint,0.781489
imagenet_val,repaint,0.330123
imagenet_val,repaint,0.035314
imagenet_val,repaint,0.834511
imagenet_val,repaint,0.029413
imagenet_val,repaint,0.271840
imagenet_val,repaint,0.152330
imagenet_val,repaint,0.017683
imagenet_val,repaint,0.317249
imagenet_val,repaint,0.002432
imagenet_val,repaint,0.663555
imagenet_val,repaint,0.705117
imagenet_val,repaint,0.009855
imagenet_val,repaint,0.716917
imagenet_val,repaint,0.735061
imagenet_val,repaint,0.019810
imagenet_val,repaint,0.485766
imagenet_val,repaint,0.673161
imagenet_val,repaint,0.737669
imagenet_val,repaint,0.021047
imagenet_val,repaint,0.653633
imagenet_val,repaint,0.712948
imagenet_val,repaint,0.710160
imagenet_val,repaint,0.283541
imagenet_val,repaint,0.277747
imagenet_val,repaint,0.770890
imagenet_val,repaint,0.748927
imagenet_val,repaint,0.377388
imagenet_val,repaint,0.331117
imagenet_val,repaint,0.700294
imagenet_val,repaint,0.303075
imagenet_val,repaint,0.459106
imagenet_val,repaint,0.508952
imagenet_val,repaint,0.767375
imagenet_val,repaint,0.786981
imagenet_val,repaint,0.006154
imagenet_val,repaint,0.702228
imagenet_val,repaint,0.631141
imagenet_val,repaint,0.534342
imagenet_val,repaint,0.678539
imagenet_val,repaint,0.575239
imagenet_val,repaint,0.406122
imagenet_val,repaint,0.677057
imagenet_val,repaint,0.411772
imagenet_val,repaint,0.626782
imagenet_val,repaint,0.399628
imagenet_val,repaint,0.708867
imagenet_val,repaint,0.016674
imagenet_val,repaint,0.654805
imagenet_val,repaint,0.624277
imagenet_val,repaint,0.016479
imagenet_val,repaint,0.759702
imagenet_val,repaint,0.782276
imagenet_val,repaint,0.622201
imagenet_val,repaint,0.556942
imagenet_val,repaint,0.263620
imagenet_val,repaint,0.333944
imagenet_val,repaint,0.758275
imagenet_val,repaint,0.622966
imagenet_val,repaint,0.763899
imagenet_val,repaint,0.028154
imagenet_val,repaint,0.017973
imagenet_val,repaint,0.650733
imagenet_val,repaint,0.242218
imagenet_val,repaint,0.370070
imagenet_val,repaint,0.044088
imagenet_val,repaint,0.633427
imagenet_val,repaint,0.009016
imagenet_val,repaint,0.036206
imagenet_val,repaint,0.665496
imagenet_val,repaint,0.021924
imagenet_val,repaint,0.020769
imagenet_val,repaint,0.037541
imagenet_val,repaint,0.329921
imagenet_val,repaint,0.004232
imagenet_val,repaint,0.026646
imagenet_val,repaint,0.265536
imagenet_val,repaint,0.016364
imagenet_val,repaint,0.380618
imagenet_val,repaint,0.341256
imagenet_val,repaint,0.022846
imagenet_val,repaint,0.326961
imagenet_val,repaint,0.578085
imagenet_val,repaint,0.003982
imagenet_val,repaint,0.043215
imagenet_val,repaint,0.352898
imagenet_val,repaint,0.024602
imagenet_val,repaint,0.621778
imagenet_val,repaint,0.658124
imagenet_val,repaint,0.657897
imagenet_val,repaint,0.546745
imagenet_val,repaint,0.698932
imagenet_val,repaint,0.014135
imagenet_val,repaint,0.016585
imagenet_val,repaint,0.664092
imagenet_val,repaint,0.714892
imagenet_val,repaint,0.706679
imagenet_val,repaint,0.701927
imagenet_val,repaint,0.414056
